"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"charitable","unknown","","10000"
"chartbeat","likely_yes","Doesn't include editor functionality","4000"
"chatra-live-chat","unknown","","3000"
"chats","unknown","","8000"
"check-and-enable-gzip-compression","likely_yes","Doesn't include editor functionality","20000"
"check-copy-contentsccc","unknown","","6000"
"check-email","likely_yes","Doesn't include editor functionality","30000"
"checkfront-wp-booking","unknown","","4000"
"checkout-fees-for-woocommerce","unknown","","4000"
"cherry-popups","unknown","","5000"
"cherry-projects","unknown","","10000"
"cherry-search","unknown","","10000"
"cherry-services-list","unknown","","20000"
"cherry-sidebars","unknown","","30000"
"cherry-socialize","unknown","","9000"
"cherry-team-members","unknown","","10000"
"cherry-testi","unknown","","20000"
"cherry-trending-posts","unknown","","7000"
"child-pages-shortcode","unknown","","10000"
"child-theme-configurator","yes","Doesn't include editor functionality","100000"
"child-theme-generator","unknown","","3000"
"child-theme-wizard","unknown","","10000"
"child-themify","unknown","","20000"
"childify-me","unknown","","10000"
"chimpmate","unknown","","3000"
"chimpy-lite","unknown","","3000"
"chitika-premium","unknown","","0"
"chrome-admin-menu-fix","unknown","","0"
"chronosly-events-calendar","unknown","","4000"
"church-theme-content","unknown","","7000"
"cimy-header-image-rotator","unknown","","5000"
"cimy-swift-smtp","likely_yes","Doesn't include editor functionality","10000"
"cimy-user-extra-fields","unknown","","10000"
"cimy-user-manager","unknown","","10000"
"ckeditor-for-wordpress","no","","60000"
"classic-text-widget","unknown","","4000"
"clean-and-simple-contact-form-by-meg-nicholas","unknown","","40000"
"clean-archives-reloaded","unknown","","4000"
"clean-contact","unknown","","6000"
"clean-image-filenames","yes","Existing functionality works in Gutenberg","10000"
"clean-login","unknown","","10000"
"clean-options","unknown","","7000"
"clean-testimonials","unknown","","3000"
"cleaner-gallery","unknown","","10000"
"cleantalk-spam-protect","yes","Existing functionality works in Gutenberg","60000"
"clear-cache-for-widgets","unknown","","10000"
"clearfy","unknown","","10000"
"clever-mega-menu","unknown","","3000"
"cleverness-to-do-list","unknown","","5000"
"cleverreach","unknown","","3000"
"click-to-chat-for-whatsapp","unknown","","8000"
"click-to-tweet","unknown","","4000"
"click-to-tweet-by-todaymade","unknown","","10000"
"clickdesk-live-support-chat-plugin","unknown","","5000"
"clickfunnels","unknown","","20000"
"clicky","likely_yes","Doesn't include editor functionality","20000"
"clicky-analytics","likely_yes","Doesn't include editor functionality","10000"
"client-dash","unknown","","5000"
"client-portal","unknown","","3000"
"clone-posts","unknown","","30000"
"cloudflare","yes","Doesn't include editor functionality","100000"
"cloudflare-flexible-ssl","yes","Doesn't include editor functionality","60000"
"cloudinary-image-management-and-manipulation-in-the-cloud-cdn","unknown","","6000"
"cm-on-demand-search-and-replace","unknown","","3000"
"cm-pop-up-banners","unknown","","10000"
"cmb2","yes","Doesn't include editor functionality","100000"
"cmp-coming-soon-maintenance","likely_yes","Doesn't include editor functionality","5000"
"cms-commander-client","likely_yes","Doesn't include editor functionality","10000"
"cms-page-order","unknown","","8000"
"cms-tree-page-view","yes","Existing functionality works in Gutenberg","90000"
"co-authors-plus","unknown","","30000"
"code-php-in-widget","unknown","","5000"
"code-snippets","yes","Existing functionality works in Gutenberg","70000"
"codecolorer","unknown","","5000"
"codeflavors-vimeo-video-post-lite","unknown","","7000"
"codelights-shortcodes-and-widgets","testing","","90000"
"codepeople-post-map","unknown","","20000"
"codepress-admin-columns","likely_yes","Doesn't include editor functionality","90000"
"codestyling-localization","unknown","","0"
"cognito-forms","unknown","","3000"
"collapsing-archives","unknown","","8000"
"collapsing-categories","unknown","","10000"
"color-and-image-swatches-for-variable-product-attributes","unknown","","4000"
"color-filters","unknown","","3000"
"column-matic","unknown","","5000"
"column-shortcodes","testing","","100000"
"columns","unknown","","10000"
"combine-css","unknown","","3000"
"comet-cache","likely_yes","Doesn't include editor functionality","60000"
"comfortable-reading","unknown","","6000"
"comic-easel","unknown","","5000"
"coming-soon","likely_yes","Doesn't include editor functionality","600000"
"coming-soon-by-supsystic","likely_yes","Doesn't include editor functionality","8000"
"coming-soon-maintenance-mode-from-acurax","likely_yes","Doesn't include editor functionality","50000"
"coming-soon-maintenance-mode-ready","likely_yes","Doesn't include editor functionality","0"
"coming-soon-page","likely_yes","Doesn't include editor functionality","30000"
"coming-soon-wp","likely_yes","Doesn't include editor functionality","10000"
"comment-attachment","unknown","","3000"
"comment-guestbook","unknown","","6000"
"comment-image","unknown","","3000"
"comment-images","unknown","","0"
"comment-moderation-e-mail-to-post-author","unknown","","3000"
"comment-rating-field-plugin","unknown","","3000"
"comment-redirect","unknown","","3000"
"comment-reply-notification","unknown","","8000"
"commentluv","unknown","","20000"
"comments-disable-accesspress","unknown","","4000"
"comments-from-facebook","unknown","","40000"
"comments-ratings","unknown","","10000"
"compact-archives","unknown","","3000"
"compact-wp-audio-player","unknown","","40000"
"companion-auto-update","unknown","","20000"
"complete-central-backup","likely_yes","Doesn't include editor functionality","4000"
"comprehensive-google-map-plugin","yes","Doesn't include editor functionality","60000"
"conditional-menus","unknown","","10000"
"conditional-widgets","unknown","","10000"
"configurable-tag-cloud-widget","unknown","","10000"
"configure-smtp","likely_yes","Doesn't include editor functionality","50000"
"connections","unknown","","10000"
"constant-contact-api","unknown","","8000"
"constant-contact-forms","no","Some editor UI is missing","60000"
"constant-contact-forms-by-mailmunch","unknown","","9000"
"constant-contact-widget","unknown","","0"
"contact","unknown","","10000"
"contact-bank","unknown","","20000"
"contact-form-7","yes","Doesn't include editor functionality","5000000"
"contact-form-7-accessible-defaults","unknown","","3000"
"contact-form-7-add-confirm","unknown","","30000"
"contact-form-7-campaign-monitor-extension","unknown","","3000"
"contact-form-7-confirm-email-feild","unknown","","4000"
"contact-form-7-datepicker","testing","","100000"
"contact-form-7-datepicker-fix","unknown","","6000"
"contact-form-7-designer","unknown","","5000"
"contact-form-7-dynamic-select-extension","unknown","","3000"
"contact-form-7-dynamic-text-extension","likely_yes","Doesn't include editor functionality","80000"
"contact-form-7-extras","unknown","","7000"
"contact-form-7-get-and-show-parameter-from-url","unknown","","3000"
"contact-form-7-honeypot","likely_yes","Doesn't include editor functionality","100000"
"contact-form-7-image-captcha","likely_yes","Doesn't include editor functionality","6000"
"contact-form-7-integrations","unknown","","0"
"contact-form-7-lead-info-with-country","unknown","","3000"
"contact-form-7-leads-tracking","unknown","","3000"
"contact-form-7-mailchimp-extension","yes","Doesn't include editor functionality","70000"
"contact-form-7-modules","unknown","","10000"
"contact-form-7-multi-step-module","unknown","","10000"
"contact-form-7-newsletter","unknown","","5000"
"contact-form-7-paypal-add-on","unknown","","10000"
"contact-form-7-paypal-extension","unknown","","3000"
"contact-form-7-recaptcha","likely_yes","Doesn't include editor functionality","10000"
"contact-form-7-recaptcha-extension","likely_yes","Doesn't include editor functionality","10000"
"contact-form-7-shortcode-enabler","unknown","","8000"
"contact-form-7-signature-addon","unknown","","4000"
"contact-form-7-simple-recaptcha","likely_yes","Doesn't include editor functionality","10000"
"contact-form-7-skins","unknown","","20000"
"contact-form-7-style","unknown","","40000"
"contact-form-7-success-page-redirects","unknown","","30000"
"contact-form-7-to-database-extension","unknown","","0"
"contact-form-7-widget","unknown","","10000"
"contact-form-add","unknown","","20000"
"contact-form-advanced-database","unknown","","10000"
"contact-form-builder","unknown","","60000"
"contact-form-by-supsystic","unknown","","20000"
"contact-form-cfdb7","yes","Doesn't include editor functionality","70000"
"contact-form-email","unknown","","7000"
"contact-form-generator","unknown","","7000"
"contact-form-lite","unknown","","10000"
"contact-form-maker","testing","","70000"
"contact-form-manager","unknown","","10000"
"contact-form-plugin","likely_yes","Some editor UI is missing","100000"
"contact-form-ready","unknown","","4000"
"contact-form-submissions","unknown","","30000"
"contact-form-to-db","unknown","","3000"
"contact-form-to-email","likely_yes","Doesn't include editor functionality","30000"
"contact-form-with-a-meeting-scheduler-by-vcita","unknown","","7000"
"contact-form-with-captcha","unknown","","7000"
"contact-form7-autocomplete","unknown","","3000"
"contact-forms","unknown","","4000"
"contact-forms-builder","unknown","","10000"
"contact-us","unknown","","5000"
"contact-us-form","unknown","","0"
"contact-us-page-contact-people","unknown","","3000"
"contact-widgets","likely_yes","Some editor UI is missing","500000"
"contactme","unknown","","0"
"contactuscom","unknown","","0"
"contempo-real-estate-custom-posts","unknown","","4000"
"content-and-excerpt-word-limit","unknown","","0"
"content-aware-sidebars","unknown","","30000"
"content-egg","unknown","","10000"
"content-links","unknown","","10000"
"content-protector","unknown","","4000"
"content-slide","unknown","","0"
"content-views-query-and-display-post-page","yes","Existing functionality works in Gutenberg","100000"
"content-warning-v2","no","","4000"
"contentad","yes","Existing functionality works in Gutenberg","7000"
"contextual-related-posts","yes","Existing functionality works in Gutenberg","60000"
"contexture-page-security","unknown","","8000"
"continue-shopping-for-woocommerce","unknown","","3000"
"control-xml-rpc-publishing","unknown","","4000"
"contus-video-gallery","unknown","","0"
"convert-post-types","unknown","","10000"
"convertkit","unknown","","10000"
"cooked","unknown","","3000"
"cookie-bar","unknown","","9000"
"cookie-control","unknown","","0"
"cookie-law-bar","unknown","","8000"
"cookie-law-info","yes","Existing functionality works in Gutenberg","200000"
"cookie-notice","yes","Doesn't include editor functionality","500000"
"cookie-warning","unknown","","4000"
"cookies-for-comments","unknown","","30000"
"cool-tag-cloud","unknown","","10000"
"cool-timeline","unknown","","8000"
"cool-video-gallery","unknown","","6000"
"coolclock","unknown","","6000"
"copyrightpro","unknown","","6000"
"core-control","unknown","","6000"
"cornerstone","testing","","100000"
"cos-html-cache","unknown","","7000"
"coschedule-by-todaymade","unknown","","10000"
"count-per-day","yes","Doesn't include editor functionality","100000"
"countdown-timer","unknown","","6000"
"countdown-timer-ultimate","unknown","","7000"
"counterize","unknown","","10000"
"counterizeii","unknown","","10000"
"coupon-creator","unknown","","10000"
"coupon-generator-for-woocommerce","unknown","","5000"
"coursepress","unknown","","3000"
"cp-contact-form-with-paypal","unknown","","5000"
"cp-easy-form-builder","unknown","","3000"
"cp-multi-view-calendar","unknown","","4000"
"cpo-content-types","unknown","","20000"
"cpo-shortcodes","unknown","","8000"
"cpo-widgets","unknown","","10000"
"cpt-bootstrap-carousel","unknown","","20000"
"cpt-editor","unknown","","4000"
"cpt-onomies","unknown","","4000"
"crafty-social-buttons","unknown","","9000"
"crayon-syntax-highlighter","unknown","","50000"
"crazy-bone","likely_yes","Doesn't include editor functionality","30000"
"crazy-lazy","unknown","","6000"
"crazyegg-heatmap-tracking","likely_yes","Doesn't include editor functionality","10000"
"creare-eu-cookie-law-banner","unknown","","10000"
"creative-clans-embed-script","unknown","","4000"
"crelly-slider","unknown","","20000"
"cresta-social-share-counter","unknown","","10000"
"crisp","unknown","","6000"
"cron-view","unknown","","5000"
"crop-thumbnails","unknown","","20000"
"cross-device-social-share","unknown","","4000"
"cryout-serious-slider","unknown","","20000"
"cryout-theme-settings","testing","","90000"
"cryptocurrency-prices","unknown","","5000"
"cryptx","unknown","","10000"
"css","unknown","","5000"
"css-javascript-toolbox","unknown","","20000"
"css-plus","unknown","","10000"
"cssigniter-shortcodes","unknown","","6000"
"csv-importer","unknown","","20000"
"ct-mortgage-calculator","unknown","","5000"
"cta","unknown","","10000"
"ctw-ssl-for-cloudflare","unknown","","4000"
"cue","unknown","","9000"
"currency-converter","unknown","","4000"
"custom-404-error-page","unknown","","4000"
"custom-404-pro","unknown","","9000"
"custom-admin-bar","unknown","","0"
